491;Teveli Dorotea ;L;2016-3-20;matematika;1
492;Litovecz Szaniszló ;F;2016-3-4;nyelvtan;4
493;Tausinger Filip ;F;2017-9-20;nyelvtan;4
494;Stepanik Darnel ;F;2016-5-20;kémia;1
495;Lónyay Árpádina ;L;2016-4-22;fizika;1
496;Bács Ivor ;F;2016-1-20;informatika;2
497;Teveli Dorotea ;L;2017-7-29;biológia;2
498;Bács Ivor ;F;2016-10-28;irodalom;4
499;Berwanger Magnólia ;L;2016-3-25;földrajz;4
500;Bács Ivor ;F;2017-8-22;angol;2
501;Tausinger Filip ;F;2017-7-23;nyelvtan;3
502;Fassl Áhim ;F;2016-11-13;nyelvtan;5
503;Fassl Áhim ;F;2016-4-11;matematika;1
504;Sáfár Becse ;F;2016-1-11;informatika;3
505;Valovits Boriska ;L;2016-7-29;fizika;5
506;Marek Tamina ;L;2017-11-14;irodalom;5
507;Tüzes Andorás ;F;2017-7-6;történelem;3
508;Berwanger Magnólia ;L;2016-8-9;történelem;2
509;Litovecz Szaniszló ;F;2017-12-10;kémia;1
510;Dobrodolszki Délibáb ;L;2017-7-16;rajz;2
511;Ruthart Gvendolin ;L;2016-9-3;irodalom;4
512;Hemel Kiliána ;L;2016-2-24;történelem;4
513;Blatniczky Szávitri ;L;2016-2-10;biológia;2
514;Fassl Áhim ;F;2016-11-8;angol;4
515;Berwanger Magnólia ;L;2017-9-13;irodalom;1
516;Ullreich Eliána ;L;2017-11-24;kémia;1
517;Sehr Ugocsa ;F;2016-1-30;kémia;1
518;Geidel Zámor ;F;2016-10-25;testnevelés;5
519;Pákozdi Piládész ;F;2017-3-17;történelem;5
520;Tomola Szulita ;L;2017-1-12;földrajz;4
521;Blatniczky Szávitri ;L;2016-6-13;informatika;4
522;Valovits Boriska ;L;2017-12-6;kémia;4
523;Leschner Triniti ;L;2016-8-28;kémia;5
524;Tomola Szulita ;L;2016-8-30;informatika;2
525;Teveli Dorotea ;L;2017-6-10;rajz;1
526;Pákozdi Piládész ;F;2017-9-26;kémia;2
527;Lónyay Árpádina ;L;2016-4-19;informatika;1
528;Marek Tamina ;L;2017-11-23;irodalom;1
529;Teveli Dorotea ;L;2016-3-27;földrajz;3
530;Lónyay Árpádina ;L;2016-9-7;matematika;4
531;Tüzes Andorás ;F;2016-2-8;rajz;2
532;Tausinger Filip ;F;2017-6-20;történelem;2
533;Lónyay Árpádina ;L;2016-12-6;fizika;3
534;Valovits Boriska ;L;2017-2-12;nyelvtan;4
535;Fassl Áhim ;F;2016-12-24;biológia;2
536;Blatniczky Szávitri ;L;2017-7-9;matematika;1
537;Baar Domonkos ;F;2016-11-2;biológia;2
538;Stahlberger Násfa ;L;2017-4-6;testnevelés;4
539;Fassl Áhim ;F;2017-5-17;történelem;5
540;Tüzes Andorás ;F;2017-3-6;biológia;1
541;Valenta Izor ;F;2017-3-23;nyelvtan;4
542;Leschner Triniti ;L;2017-9-16;kémia;2
543;Blatniczky Szávitri ;L;2017-8-20;kémia;2
544;Uhercsák Izolda ;L;2017-7-23;angol;2
545;Berwanger Magnólia ;L;2017-10-13;matematika;3
546;Lónyay Árpádina ;L;2016-3-12;matematika;2
547;Litovecz Szaniszló ;F;2016-7-2;nyelvtan;3
548;Valenta Izor ;F;2016-1-20;rajz;1
549;Tomola Szulita ;L;2017-2-19;nyelvtan;2
550;Hemel Kiliána ;L;2017-1-30;történelem;2
551;Tüzes Andorás ;F;2016-10-16;angol;4
552;Fassl Áhim ;F;2016-11-8;angol;5
553;Uhercsák Izolda ;L;2016-10-14;informatika;3
554;Stahlberger Násfa ;L;2017-2-26;nyelvtan;1
555;Sáfár Becse ;F;2017-6-22;fizika;3
556;Dobrodolszki Délibáb ;L;2017-6-22;biológia;5
557;Stahlberger Násfa ;L;2016-7-20;fizika;5
558;Marek Tamina ;L;2017-2-12;matematika;2
559;Leschner Triniti ;L;2016-1-31;testnevelés;1
560;Sáfár Becse ;F;2017-10-14;földrajz;1
561;Sáfár Becse ;F;2017-9-25;kémia;2
562;Pákozdi Piládész ;F;2017-5-12;testnevelés;1
563;Blatniczky Szávitri ;L;2017-9-22;fizika;2
564;Valenta Izor ;F;2017-10-2;nyelvtan;4
565;Baar Domonkos ;F;2016-4-9;angol;4
566;Lónyay Árpádina ;L;2016-4-8;kémia;4
567;Tausinger Filip ;F;2016-9-23;angol;5
568;Valovits Boriska ;L;2016-10-29;nyelvtan;1
569;Valovits Boriska ;L;2016-11-11;biológia;2
570;Hemel Kiliána ;L;2016-6-16;informatika;2
571;Valovits Boriska ;L;2016-5-4;kémia;3
572;Valovits Boriska ;L;2016-1-16;biológia;2
573;Ullreich Eliána ;L;2016-5-12;földrajz;3
574;Tomola Szulita ;L;2017-3-23;testnevelés;2
575;Teveli Dorotea ;L;2016-3-2;földrajz;4
576;Sáfár Becse ;F;2016-10-10;irodalom;4
577;Teveli Dorotea ;L;2017-4-8;nyelvtan;2
578;Dobrodolszki Délibáb ;L;2016-7-18;nyelvtan;5
579;Teveli Dorotea ;L;2016-11-17;történelem;3
580;Berwanger Magnólia ;L;2017-1-16;nyelvtan;4
581;Blatniczky Szávitri ;L;2016-11-2;biológia;1
582;Geidel Zámor ;F;2017-10-6;angol;3
583;Tomola Szulita ;L;2016-11-13;rajz;2
584;Leschner Triniti ;L;2017-1-31;irodalom;3
585;Leibrecht Jákim ;F;2017-11-19;irodalom;3
586;Bács Ivor ;F;2016-9-18;nyelvtan;4
587;Dobrodolszki Délibáb ;L;2017-3-3;informatika;3
588;Tomola Szulita ;L;2017-5-2;nyelvtan;3
589;Murga Hilka ;L;2017-12-23;rajz;4
590;Tausinger Filip ;F;2017-3-13;nyelvtan;3
591;Sehr Ugocsa ;F;2017-8-27;fizika;1
592;Marek Tamina ;L;2016-7-14;kémia;5
593;Geidel Zámor ;F;2017-7-3;biológia;1
594;Uhercsák Izolda ;L;2017-5-8;fizika;2
595;Sehr Ugocsa ;F;2016-11-30;informatika;4
596;Pákozdi Piládész ;F;2017-4-4;nyelvtan;3
597;Fassl Áhim ;F;2017-12-17;rajz;2
598;Svrcsek Róza ;L;2017-4-13;biológia;4
599;Litovecz Szaniszló ;F;2016-1-8;informatika;1
600;Fassl Áhim ;F;2017-2-13;történelem;2
601;Uhercsák Izolda ;L;2016-6-9;informatika;1
602;Uhercsák Izolda ;L;2017-6-4;testnevelés;3
603;Lónyay Árpádina ;L;2017-2-8;irodalom;5
604;Lónyay Árpádina ;L;2016-11-28;informatika;3
605;Leschner Triniti ;L;2017-8-1;rajz;1
606;Blatniczky Szávitri ;L;2017-8-27;informatika;2
607;Ruthart Gvendolin ;L;2017-7-2;angol;5
608;Murga Hilka ;L;2017-5-7;fizika;5
609;Stahlberger Násfa ;L;2016-9-23;informatika;3
610;Stahlberger Násfa ;L;2016-4-23;matematika;1
611;Stepanik Darnel ;F;2017-11-2;testnevelés;3
612;Blatniczky Szávitri ;L;2016-7-5;informatika;1
613;Ullreich Eliána ;L;2017-7-20;fizika;3
614;Stahlberger Násfa ;L;2016-2-15;fizika;5
615;Pákozdi Piládész ;F;2016-6-20;informatika;5
616;Svrcsek Róza ;L;2017-8-19;történelem;1
617;Blatniczky Szávitri ;L;2017-2-8;testnevelés;3
618;Ruthart Gvendolin ;L;2016-7-10;fizika;5
619;Stahlberger Násfa ;L;2016-10-26;kémia;4
620;Svrcsek Róza ;L;2017-12-5;nyelvtan;4
621;Bács Ivor ;F;2016-11-29;informatika;2
622;Pákozdi Piládész ;F;2017-10-19;angol;3
623;Dobrodolszki Délibáb ;L;2016-9-26;biológia;4
624;Marek Tamina ;L;2016-9-13;történelem;1
625;Svrcsek Róza ;L;2016-2-15;nyelvtan;5
626;Leibrecht Jákim ;F;2016-3-27;informatika;5
627;Leschner Triniti ;L;2017-5-18;informatika;2
628;Tomola Szulita ;L;2016-4-12;biológia;4
629;Leibrecht Jákim ;F;2017-7-14;történelem;2
630;Tüzes Andorás ;F;2017-5-27;testnevelés;4
631;Litovecz Szaniszló ;F;2017-11-10;matematika;2
632;Sáfár Becse ;F;2017-5-28;angol;3
633;Tomola Szulita ;L;2016-8-7;irodalom;4
634;Fassl Áhim ;F;2017-10-22;informatika;5
635;Valovits Boriska ;L;2016-5-28;kémia;2
636;Hemel Kiliána ;L;2016-4-2;történelem;4
637;Valenta Izor ;F;2017-11-12;földrajz;1
638;Teveli Dorotea ;L;2016-5-9;rajz;2
639;Valovits Boriska ;L;2016-7-26;fizika;4
640;Baar Domonkos ;F;2016-5-3;testnevelés;2
641;Valenta Izor ;F;2016-5-17;angol;5
642;Dobrodolszki Délibáb ;L;2017-9-17;fizika;3
643;Fassl Áhim ;F;2016-6-18;fizika;3
644;Teveli Dorotea ;L;2016-3-29;történelem;1
645;Uhercsák Izolda ;L;2016-5-7;informatika;1
646;Tomola Szulita ;L;2017-12-24;testnevelés;5
647;Tüzes Andorás ;F;2017-3-13;testnevelés;4
648;Bács Ivor ;F;2017-1-6;biológia;3
649;Tomola Szulita ;L;2016-12-26;angol;4
650;Uhercsák Izolda ;L;2017-10-26;angol;5
651;Valovits Boriska ;L;2017-8-22;informatika;1
652;Murga Hilka ;L;2016-7-24;földrajz;4
653;Hemel Kiliána ;L;2016-2-12;irodalom;4
654;Svrcsek Róza ;L;2017-2-1;biológia;2
655;Valenta Izor ;F;2016-10-15;testnevelés;4
656;Dobrodolszki Délibáb ;L;2016-7-5;nyelvtan;4
657;Geidel Zámor ;F;2017-10-7;angol;1
658;Bács Ivor ;F;2017-6-17;kémia;1
659;Berwanger Magnólia ;L;2016-4-5;rajz;4
660;Dobrodolszki Délibáb ;L;2017-7-20;földrajz;3
661;Sáfár Becse ;F;2017-11-8;biológia;5
662;Litovecz Szaniszló ;F;2017-6-22;biológia;2
663;Sehr Ugocsa ;F;2016-6-21;kémia;3
664;Stahlberger Násfa ;L;2017-12-16;informatika;1
665;Fassl Áhim ;F;2016-8-12;informatika;2
666;Geidel Zámor ;F;2017-7-6;fizika;1
667;Uhercsák Izolda ;L;2017-2-14;biológia;1
668;Stahlberger Násfa ;L;2016-11-25;fizika;1
669;Baar Domonkos ;F;2017-6-6;testnevelés;2
670;Dobrodolszki Délibáb ;L;2016-11-8;biológia;4
671;Blatniczky Szávitri ;L;2016-2-23;angol;4
672;Tomola Szulita ;L;2017-5-4;informatika;3
673;Ruthart Gvendolin ;L;2017-11-11;rajz;4
674;Bács Ivor ;F;2017-9-3;informatika;2
675;Tausinger Filip ;F;2017-2-11;földrajz;1
676;Leschner Triniti ;L;2017-12-20;angol;5
677;Hemel Kiliána ;L;2016-11-4;történelem;5
678;Stahlberger Násfa ;L;2017-11-7;testnevelés;2
679;Ullreich Eliána ;L;2017-4-17;biológia;2
680;Bács Ivor ;F;2017-3-31;történelem;5
681;Marek Tamina ;L;2016-5-18;angol;5
682;Tüzes Andorás ;F;2016-11-29;fizika;4
683;Ullreich Eliána ;L;2016-12-11;irodalom;2
684;Berwanger Magnólia ;L;2016-1-11;kémia;2
685;Tüzes Andorás ;F;2016-3-17;irodalom;2
686;Ullreich Eliána ;L;2017-4-27;történelem;3
687;Sáfár Becse ;F;2016-3-28;kémia;4
688;Marek Tamina ;L;2016-4-10;rajz;5
689;Stepanik Darnel ;F;2017-10-1;testnevelés;3
690;Murga Hilka ;L;2017-11-9;matematika;1
691;Lónyay Árpádina ;L;2017-4-13;rajz;3
692;Delaval Versény ;F;2016-3-15;irodalom;4
693;Dobrodolszki Délibáb ;L;2016-6-2;testnevelés;1
694;Fassl Áhim ;F;2016-4-21;fizika;4
695;Litovecz Szaniszló ;F;2016-9-13;kémia;2
696;Bács Ivor ;F;2016-3-1;biológia;5
697;Marek Tamina ;L;2017-10-22;matematika;4
698;Lónyay Árpádina ;L;2017-10-15;biológia;2
699;Valenta Izor ;F;2017-9-21;nyelvtan;4
700;Lónyay Árpádina ;L;2017-6-17;fizika;5
701;Geidel Zámor ;F;2017-9-22;történelem;3
702;Bács Ivor ;F;2017-11-8;történelem;4
703;Tomola Szulita ;L;2017-8-23;informatika;5
704;Bács Ivor ;F;2017-10-14;kémia;2
705;Leschner Triniti ;L;2017-3-6;testnevelés;1
706;Valovits Boriska ;L;2017-8-17;biológia;5
707;Ruthart Gvendolin ;L;2017-1-2;irodalom;4
708;Baar Domonkos ;F;2017-7-23;kémia;5
709;Ullreich Eliána ;L;2016-12-14;fizika;4
710;Delaval Versény ;F;2017-5-20;földrajz;2
711;Delaval Versény ;F;2016-9-12;kémia;2
712;Baar Domonkos ;F;2017-11-14;földrajz;3
713;Valovits Boriska ;L;2017-8-20;nyelvtan;1
714;Leibrecht Jákim ;F;2016-9-27;kémia;3
715;Sáfár Becse ;F;2016-11-27;kémia;4
716;Sáfár Becse ;F;2016-9-29;fizika;4
717;Tüzes Andorás ;F;2017-1-23;földrajz;4
718;Litovecz Szaniszló ;F;2017-3-24;informatika;5
719;Leibrecht Jákim ;F;2017-7-7;angol;5
720;Valovits Boriska ;L;2016-1-19;történelem;1
721;Litovecz Szaniszló ;F;2017-10-25;irodalom;1
722;Fassl Áhim ;F;2017-11-13;irodalom;2
723;Lónyay Árpádina ;L;2017-4-15;informatika;1
724;Dobrodolszki Délibáb ;L;2016-8-29;földrajz;1
725;Sehr Ugocsa ;F;2016-5-16;történelem;4
726;Tausinger Filip ;F;2017-4-2;testnevelés;4
727;Pákozdi Piládész ;F;2016-2-25;angol;2
728;Leibrecht Jákim ;F;2016-7-26;informatika;2
729;Lónyay Árpádina ;L;2016-7-20;informatika;4
730;Fassl Áhim ;F;2017-3-7;biológia;3
731;Berwanger Magnólia ;L;2016-3-4;földrajz;3
732;Tüzes Andorás ;F;2017-11-29;történelem;1
733;Stepanik Darnel ;F;2016-12-8;matematika;4
734;Sehr Ugocsa ;F;2017-2-4;biológia;4
735;Pákozdi Piládész ;F;2017-7-5;irodalom;1
736;Valovits Boriska ;L;2017-10-6;matematika;5
737;Murga Hilka ;L;2016-7-10;informatika;3
738;Ruthart Gvendolin ;L;2017-4-21;kémia;2
739;Ruthart Gvendolin ;L;2016-1-9;biológia;4
740;Pákozdi Piládész ;F;2016-11-8;testnevelés;5
741;Valenta Izor ;F;2016-8-25;biológia;2
742;Murga Hilka ;L;2017-4-13;biológia;4
743;Bács Ivor ;F;2016-4-28;földrajz;4
744;Lónyay Árpádina ;L;2016-2-29;irodalom;1
745;Ruthart Gvendolin ;L;2017-4-3;rajz;5
746;Dobrodolszki Délibáb ;L;2016-1-19;biológia;3
747;Valovits Boriska ;L;2017-4-26;rajz;1
748;Bács Ivor ;F;2016-3-13;nyelvtan;1
749;Dobrodolszki Délibáb ;L;2017-10-24;történelem;5
750;Blatniczky Szávitri ;L;2016-6-24;matematika;2
751;Leschner Triniti ;L;2017-2-14;matematika;2
752;Lónyay Árpádina ;L;2017-11-10;informatika;1
753;Sáfár Becse ;F;2017-4-10;angol;4
754;Sehr Ugocsa ;F;2017-2-5;kémia;1
755;Berwanger Magnólia ;L;2017-1-4;fizika;5
756;Baar Domonkos ;F;2016-4-21;rajz;2
757;Litovecz Szaniszló ;F;2016-9-28;földrajz;4
758;Bács Ivor ;F;2016-10-11;földrajz;5
759;Litovecz Szaniszló ;F;2016-1-14;testnevelés;4
760;Svrcsek Róza ;L;2017-10-28;kémia;1
761;Delaval Versény ;F;2017-12-23;történelem;4
762;Tomola Szulita ;L;2017-7-12;történelem;2
763;Dobrodolszki Délibáb ;L;2017-4-4;biológia;2
764;Lónyay Árpádina ;L;2016-8-26;informatika;2
765;Murga Hilka ;L;2016-8-13;történelem;4
766;Stahlberger Násfa ;L;2016-3-14;nyelvtan;1
767;Murga Hilka ;L;2017-2-5;irodalom;2
768;Ruthart Gvendolin ;L;2017-3-22;történelem;1
769;Litovecz Szaniszló ;F;2017-5-23;fizika;3
770;Baar Domonkos ;F;2017-11-25;angol;4
771;Marek Tamina ;L;2017-3-13;matematika;4
772;Lónyay Árpádina ;L;2016-4-23;történelem;2
773;Pákozdi Piládész ;F;2017-3-9;történelem;4
774;Teveli Dorotea ;L;2017-9-13;rajz;1
775;Bács Ivor ;F;2017-4-6;rajz;2
776;Blatniczky Szávitri ;L;2016-7-14;rajz;1
777;Baar Domonkos ;F;2016-7-5;nyelvtan;5
778;Hemel Kiliána ;L;2016-10-6;történelem;1
779;Valenta Izor ;F;2016-12-31;testnevelés;5
780;Murga Hilka ;L;2017-1-23;matematika;5
781;Svrcsek Róza ;L;2017-10-1;irodalom;4
782;Baar Domonkos ;F;2016-1-30;informatika;4
783;Valenta Izor ;F;2017-11-8;informatika;1
784;Hemel Kiliána ;L;2016-5-8;testnevelés;1
785;Teveli Dorotea ;L;2017-11-20;rajz;4
786;Pákozdi Piládész ;F;2017-3-14;fizika;1
787;Ullreich Eliána ;L;2016-4-9;földrajz;4
788;Lónyay Árpádina ;L;2017-2-10;földrajz;1
789;Blatniczky Szávitri ;L;2016-8-8;fizika;5
790;Leibrecht Jákim ;F;2017-5-31;irodalom;3
791;Baar Domonkos ;F;2016-3-11;kémia;1
792;Ruthart Gvendolin ;L;2016-5-5;irodalom;3
793;Leibrecht Jákim ;F;2016-2-29;fizika;3
794;Sehr Ugocsa ;F;2016-4-19;földrajz;4
795;Tausinger Filip ;F;2017-4-6;testnevelés;5
796;Ullreich Eliána ;L;2017-4-24;matematika;5
797;Svrcsek Róza ;L;2017-12-16;földrajz;1
798;Hemel Kiliána ;L;2017-11-11;biológia;1
799;Stepanik Darnel ;F;2016-3-28;irodalom;3
800;Baar Domonkos ;F;2017-5-20;kémia;4
801;Dobrodolszki Délibáb ;L;2017-8-27;földrajz;1
802;Litovecz Szaniszló ;F;2016-8-28;fizika;5
803;Tausinger Filip ;F;2016-3-21;rajz;5
804;Leibrecht Jákim ;F;2016-2-16;matematika;4
805;Stahlberger Násfa ;L;2017-7-6;földrajz;3
806;Stepanik Darnel ;F;2016-5-4;matematika;4
807;Sáfár Becse ;F;2017-11-13;testnevelés;3
808;Tomola Szulita ;L;2016-9-22;angol;4
809;Berwanger Magnólia ;L;2017-9-18;történelem;2
810;Fassl Áhim ;F;2017-10-8;történelem;3
811;Lónyay Árpádina ;L;2017-1-20;történelem;4
812;Litovecz Szaniszló ;F;2017-1-18;nyelvtan;5
813;Litovecz Szaniszló ;F;2017-4-14;kémia;2
814;Berwanger Magnólia ;L;2017-3-13;informatika;4
815;Berwanger Magnólia ;L;2016-11-17;matematika;5
816;Dobrodolszki Délibáb ;L;2017-2-28;informatika;3
817;Ullreich Eliána ;L;2016-7-14;fizika;3
818;Valenta Izor ;F;2017-2-22;rajz;2
819;Valenta Izor ;F;2017-1-25;informatika;3
820;Leibrecht Jákim ;F;2017-2-25;kémia;3
821;Ullreich Eliána ;L;2016-7-18;földrajz;2
822;Delaval Versény ;F;2017-11-25;történelem;2
823;Tausinger Filip ;F;2017-9-14;földrajz;3
824;Bács Ivor ;F;2016-9-3;matematika;1
825;Leschner Triniti ;L;2017-9-3;fizika;3
826;Geidel Zámor ;F;2017-2-7;földrajz;4
827;Blatniczky Szávitri ;L;2016-9-11;kémia;2
828;Bács Ivor ;F;2016-2-11;irodalom;1
829;Geidel Zámor ;F;2017-7-9;fizika;3
830;Murga Hilka ;L;2016-5-25;fizika;3
831;Baar Domonkos ;F;2016-8-7;nyelvtan;3
832;Stahlberger Násfa ;L;2016-1-18;földrajz;4
833;Baar Domonkos ;F;2017-12-2;biológia;4
834;Hemel Kiliána ;L;2016-5-29;fizika;5
835;Bács Ivor ;F;2016-3-7;kémia;5
836;Litovecz Szaniszló ;F;2017-5-2;fizika;5
837;Dobrodolszki Délibáb ;L;2017-4-17;történelem;4
838;Sáfár Becse ;F;2016-10-4;irodalom;5
839;Fassl Áhim ;F;2016-6-16;fizika;2
840;Ruthart Gvendolin ;L;2016-11-20;biológia;2
841;Delaval Versény ;F;2017-2-4;nyelvtan;2
842;Litovecz Szaniszló ;F;2017-4-11;matematika;4
843;Geidel Zámor ;F;2016-2-9;matematika;3
844;Tomola Szulita ;L;2017-7-8;rajz;3
845;Stepanik Darnel ;F;2016-6-23;biológia;3
846;Tausinger Filip ;F;2017-10-31;testnevelés;3
847;Teveli Dorotea ;L;2017-1-20;nyelvtan;5
848;Delaval Versény ;F;2017-1-11;irodalom;4
849;Sehr Ugocsa ;F;2016-10-31;rajz;1
850;Baar Domonkos ;F;2017-4-1;testnevelés;3
851;Tausinger Filip ;F;2017-11-3;irodalom;4
852;Teveli Dorotea ;L;2016-7-15;matematika;2
853;Ruthart Gvendolin ;L;2016-11-1;informatika;2
854;Murga Hilka ;L;2017-9-18;nyelvtan;4
855;Litovecz Szaniszló ;F;2017-11-11;irodalom;4
856;Lónyay Árpádina ;L;2017-11-9;irodalom;2
857;Bács Ivor ;F;2016-6-23;biológia;5
858;Baar Domonkos ;F;2016-11-13;informatika;4
859;Delaval Versény ;F;2016-3-19;történelem;2
860;Stepanik Darnel ;F;2017-8-18;informatika;2
861;Leschner Triniti ;L;2017-11-25;rajz;2
862;Bács Ivor ;F;2017-11-21;biológia;1
863;Sehr Ugocsa ;F;2016-4-25;irodalom;3
864;Ruthart Gvendolin ;L;2016-2-13;matematika;5
865;Baar Domonkos ;F;2016-9-1;irodalom;1
866;Litovecz Szaniszló ;F;2016-9-13;fizika;2
867;Sehr Ugocsa ;F;2016-4-16;fizika;1
868;Leschner Triniti ;L;2016-2-1;nyelvtan;1
869;Teveli Dorotea ;L;2017-6-17;matematika;1
870;Fassl Áhim ;F;2016-6-25;matematika;5
871;Blatniczky Szávitri ;L;2016-9-28;testnevelés;2
872;Stepanik Darnel ;F;2016-5-8;irodalom;3
873;Dobrodolszki Délibáb ;L;2017-6-6;földrajz;3
874;Leschner Triniti ;L;2017-7-23;történelem;4
875;Valovits Boriska ;L;2017-7-28;kémia;3
876;Tüzes Andorás ;F;2017-12-6;nyelvtan;5
877;Ullreich Eliána ;L;2016-1-26;matematika;1
878;Hemel Kiliána ;L;2016-11-7;kémia;4
879;Tüzes Andorás ;F;2017-1-25;történelem;5
880;Valovits Boriska ;L;2017-8-19;biológia;3
881;Svrcsek Róza ;L;2017-2-12;informatika;2
882;Leibrecht Jákim ;F;2017-11-24;nyelvtan;5
883;Sáfár Becse ;F;2016-2-4;biológia;5
884;Litovecz Szaniszló ;F;2016-2-28;irodalom;2
885;Bács Ivor ;F;2016-3-6;testnevelés;3
886;Svrcsek Róza ;L;2016-10-31;történelem;1
887;Sáfár Becse ;F;2016-1-19;nyelvtan;4
888;Geidel Zámor ;F;2017-5-4;fizika;3
889;Hemel Kiliána ;L;2017-10-6;angol;2
890;Tomola Szulita ;L;2016-2-23;kémia;5
891;Baar Domonkos ;F;2016-11-11;testnevelés;1
892;Tausinger Filip ;F;2017-12-22;biológia;2
893;Marek Tamina ;L;2017-11-7;testnevelés;1
894;Ruthart Gvendolin ;L;2016-3-7;irodalom;5
895;Baar Domonkos ;F;2016-5-29;történelem;2
896;Stahlberger Násfa ;L;2017-4-23;irodalom;1
897;Fassl Áhim ;F;2016-10-11;angol;3
898;Berwanger Magnólia ;L;2017-5-1;rajz;5
899;Litovecz Szaniszló ;F;2017-9-10;történelem;1
900;Valenta Izor ;F;2016-11-4;irodalom;5
901;Leschner Triniti ;L;2017-10-2;angol;2
902;Murga Hilka ;L;2017-2-11;történelem;4
903;Litovecz Szaniszló ;F;2016-3-11;biológia;2
904;Tüzes Andorás ;F;2016-7-25;testnevelés;2
905;Stepanik Darnel ;F;2017-7-20;fizika;5
906;Blatniczky Szávitri ;L;2016-6-23;rajz;4
907;Ullreich Eliána ;L;2017-10-14;földrajz;2
908;Delaval Versény ;F;2017-9-27;biológia;4
909;Valenta Izor ;F;2017-12-31;fizika;2
910;Hemel Kiliána ;L;2017-7-17;informatika;2
911;Baar Domonkos ;F;2017-9-28;irodalom;4
912;Fassl Áhim ;F;2017-3-30;történelem;4
913;Lónyay Árpádina ;L;2017-9-24;irodalom;4
914;Valovits Boriska ;L;2016-3-31;informatika;5
915;Ullreich Eliána ;L;2016-7-12;fizika;4
916;Delaval Versény ;F;2016-5-16;matematika;4
917;Delaval Versény ;F;2017-6-25;földrajz;4
918;Marek Tamina ;L;2016-12-4;biológia;2
919;Hemel Kiliána ;L;2016-10-11;kémia;4
920;Baar Domonkos ;F;2016-5-29;kémia;5
921;Dobrodolszki Délibáb ;L;2017-3-3;nyelvtan;5
922;Stahlberger Násfa ;L;2016-8-8;testnevelés;4
923;Stahlberger Násfa ;L;2016-10-1;földrajz;3
924;Bács Ivor ;F;2016-6-16;informatika;2
925;Tomola Szulita ;L;2016-10-11;informatika;4
926;Uhercsák Izolda ;L;2017-12-25;rajz;5
927;Leibrecht Jákim ;F;2016-1-24;irodalom;2
928;Geidel Zámor ;F;2016-8-12;kémia;4
929;Geidel Zámor ;F;2016-2-12;nyelvtan;3
930;Delaval Versény ;F;2017-10-21;irodalom;1
931;Uhercsák Izolda ;L;2017-9-8;angol;4
932;Valovits Boriska ;L;2017-10-4;nyelvtan;3
933;Murga Hilka ;L;2017-1-13;informatika;1
934;Tomola Szulita ;L;2017-10-14;fizika;5
935;Stepanik Darnel ;F;2017-3-18;informatika;4
936;Lónyay Árpádina ;L;2017-3-27;nyelvtan;2
937;Fassl Áhim ;F;2017-5-15;biológia;5
938;Sáfár Becse ;F;2017-2-24;rajz;5
939;Sáfár Becse ;F;2016-11-17;testnevelés;1
940;Ullreich Eliána ;L;2017-10-4;kémia;2
941;Fassl Áhim ;F;2016-7-29;angol;1
942;Ruthart Gvendolin ;L;2016-11-10;fizika;3
943;Sehr Ugocsa ;F;2016-2-21;matematika;4
944;Valovits Boriska ;L;2016-11-17;angol;4
945;Stepanik Darnel ;F;2017-7-27;irodalom;3
946;Valenta Izor ;F;2017-8-8;fizika;3
947;Uhercsák Izolda ;L;2016-5-15;fizika;2
948;Tomola Szulita ;L;2016-6-6;fizika;2
949;Sáfár Becse ;F;2017-12-7;matematika;3
950;Svrcsek Róza ;L;2016-2-6;biológia;4
951;Delaval Versény ;F;2016-5-29;testnevelés;4
952;Geidel Zámor ;F;2016-10-24;testnevelés;4
953;Delaval Versény ;F;2016-7-1;nyelvtan;3
954;Tüzes Andorás ;F;2017-10-24;rajz;1
955;Baar Domonkos ;F;2016-7-18;földrajz;3
956;Baar Domonkos ;F;2016-12-13;kémia;1
957;Valenta Izor ;F;2016-6-28;rajz;3
958;Svrcsek Róza ;L;2017-1-7;földrajz;2
959;Valovits Boriska ;L;2017-1-10;angol;2
960;Lónyay Árpádina ;L;2017-7-25;nyelvtan;4
961;Teveli Dorotea ;L;2016-5-27;rajz;1
962;Tomola Szulita ;L;2016-12-25;matematika;2
963;Uhercsák Izolda ;L;2016-1-9;informatika;2
964;Svrcsek Róza ;L;2017-12-19;történelem;2
965;Hemel Kiliána ;L;2016-10-17;történelem;1
966;Blatniczky Szávitri ;L;2016-9-19;rajz;5
967;Valenta Izor ;F;2017-10-6;biológia;2
968;Tausinger Filip ;F;2017-10-17;nyelvtan;5
969;Ruthart Gvendolin ;L;2016-11-3;informatika;1
970;Teveli Dorotea ;L;2017-9-29;irodalom;4
971;Fassl Áhim ;F;2017-10-26;földrajz;3
972;Stepanik Darnel ;F;2016-10-3;informatika;3
973;Ullreich Eliána ;L;2017-9-24;irodalom;3
974;Svrcsek Róza ;L;2016-1-14;fizika;1
975;Tomola Szulita ;L;2017-4-2;kémia;3
976;Stahlberger Násfa ;L;2017-3-17;irodalom;2
977;Sehr Ugocsa ;F;2017-6-13;matematika;4
978;Teveli Dorotea ;L;2017-10-26;földrajz;4
979;Geidel Zámor ;F;2017-2-9;testnevelés;2
980;Stepanik Darnel ;F;2017-9-12;irodalom;1
981;Geidel Zámor ;F;2016-7-13;matematika;5
